S.No,patent_id,patent_abstract,patent_kind,patent_title,patent_type,patent_year
56,10000057,"Certain examples described herein relate to printing systems and methods of operating the same. In an example of a printing system, a nozzle diagnostic mechanism obtains information relating to a condition of a first nozzle set of a print head following a first period of an established printing operation, and a nozzle compensator receives information relating to the condition of the first nozzle set from the nozzle diagnostic mechanism. Based on the received information, the nozzle compensator then causes a second nozzle set of the print head to be operated in place of the first nozzle set of the print head during a second period of the established printing operation. In an example of a method of operating a printing system, status information that relates to a condition of a first nozzle set of a print head is determined during a print production operation. A second nozzle set of the print head is then caused, based on the status information determined, to be operated in place of the first nozzle set to continue the print production operation.",B2,Controlling nozzles in a print head,utility,2018
57,10000058,"A liquid ejecting apparatus includes an ejecting unit that includes a piezoelectric element and ejects liquid by driving the piezoelectric element; a first drive circuit that generates a drive signal; and a circuit substrate in which the first drive circuit is disposed. The first drive circuit includes a first integrated circuit having a shape which includes a first side and a second side. The first integrated circuit includes, a first power supply terminal; a second power supply terminal; a first output terminal; and a second output terminal. The first power supply terminal and the second power supply terminal are disposed along the first side. The first output terminal and the second output terminal are disposed along the second side.",B2,"Liquid ejecting apparatus, drive circuit, and integrated circuit",utility,2018
58,10000059,"A printing apparatus including a voltage signal generation circuit configured to generate a plurality of voltage signals including a first voltage signal and a second voltage signal; and at least one transmission cable configured to transmit the plurality of voltage signals, the transmission cable including a first tubular conductor including a hollow core and configured to transmit the first voltage signal, a second tubular conductor disposed over an outer circumference of the first tubular conductor with a first insulator between the outer circumference of the first tubular conductor and an inner circumference of the second tubular conductor and being in a constant-voltage applied state, and a third tubular conductor disposed over an outer circumference of the second tubular conductor with a second insulator between the outer circumference of the second tubular conductor and an inner circumference of the third tubular conductor and configured to transmit the second voltage signal.",B2,Printing apparatus and transmission cable,utility,2018
59,10000060,"A flow path forming substrate has a pressure generation chamber communicating with a nozzle opening; and a communication plate having a supply path communicating with a manifold common to and communicating with the pressure generation chamber. A recess of the manifold opens opposite to the flow path forming substrate. The recess has a first recess, and a second recess deeper than the first recess. Supply paths are open on a bottom surface of the first recess, and are arranged in a first direction between the first and second recesses. An inclined surface inclined toward the bottom surface of the second recess from the bottom surface of the first recess is provided along the first direction. The inclined surface is configured as alternately repeated first and second inclined surfaces with different angles. A pitch of adjacent second inclined surfaces is smaller than a pitch of adjacent supply paths.",B2,Liquid ejecting head and liquid ejecting apparatus,utility,2018
60,10000061,"A piezoelectric device includes a supporting body, a supporting layer that is stacked on the supporting body, a first electrode that is formed on a side opposite to the supporting body side of the supporting layer, a piezoelectric body that is formed on a side opposite to the supporting layer side of the first electrode, and a second electrode that is formed on a side opposite to the first electrode side of the piezoelectric body, in which the piezoelectric body is formed throughout an area covering the first electrode, the second electrode is formed throughout an area covering the piezoelectric body, and a recess portion which is recessed toward the supporting body is formed outside an area overlapping with the first electrode in the supporting layer.",B2,"Piezoelectric device, liquid ejecting head, and liquid ejecting apparatus",utility,2018
61,10000062,"A liquid ejecting apparatus includes a liquid ejecting unit having nozzles able to eject a liquid to a medium, a wiping unit able to wipe the liquid ejecting unit, a waste liquid receiving unit which receives a waste liquid which is discharged by a maintenance operation for maintaining the liquid ejecting unit, at a position facing the liquid ejecting unit, and a collection unit which comes in contact with the waste liquid receiving unit to collect the waste liquid which is received by the waste receiving unit, in which the wiping unit comes in contact with the collection unit to wipe the waste liquid which is collected by the collection unit.",B2,Liquid ejecting apparatus,utility,2018
62,10000063,"A liquid containing member that can supply a liquid having a uniform concentration of a precipitating component to a liquid ejecting portion is provided. A liquid containing member includes: a liquid containing portion that can contain ink; a liquid supply port for supplying the ink contained in the liquid containing portion to a liquid ejection head; and a communication channel that is in communication with the liquid containing portion and the liquid supply port. The communication channel has a first end that is positioned at a lower end on the gravity direction side in the liquid containing portion and can suck the ink, and a second end that is positioned closer to the anti-gravity direction side than the first end is, and can suck the ink, in an in-use state in which the ink is supplied from the liquid supply port to the liquid ejection head.",B2,Liquid containing member,utility,2018
63,10000064,"Technology enabling stably attaching a cartridge having a fluid supply port and a waste fluid inlet to a fluid ejection device. The cartridge has a bottom wall with a fluid supply port for supplying fluid to the fluid ejection device, and a waste fluid inlet for recovering waste fluid from the fluid ejection device, a first side wall having a first contact part capable of contacting a first fastening member of the cartridge holder when the cartridge is installed in the cartridge holder, and a second side wall having a second contact part capable of contacting a second fastening member of the cartridge holder when the cartridge is installed in the cartridge holder. When looking at the cartridge from the bottom wall side, an imaginary first line passing through the first contact part and the second contact part passes between the fluid supply port and the waste fluid inlet.",B2,Cartridge having contact parts for fastening cartridge to holder,utility,2018
64,10000065,"An inkjet printing system includes an ink reservoir defining a longitudinal axis, an ink-receiving chamber and a control chamber. A control fluid source delivers a control fluid across a range of pressure levels to the control chamber, and an orientation sensor determines an orientation of the longitudinal axis of the ink reservoir and generates an orientation signal. A processor is operably coupled to the control fluid source and the orientation sensor, the processor being programmed to infer an angle of the longitudinal axis relative to the vertical reference axis based on the orientation signal from the orientation sensor, determine a desired pressure for the control chamber based, at least in part, on the inferred angle of the longitudinal axis, and control the control fluid source to adjust the actual pressure level in the control chamber to the desired pressure for the control chamber.",B1,Inkjet printing system having dynamically controlled ink reservoir,utility,2018
65,10000066,"A liquid discharge head includes a nozzle, an individual liquid chamber, a common liquid chamber, a fluid restrictor, a circulation channel, a circulation fluid restrictor, and a plurality of laminated plate members. The nozzle discharges liquid. The individual liquid chamber is communicated with the nozzle. The common liquid chamber supplies the liquid to the individual liquid chamber. The fluid restrictor is disposed between the individual liquid chamber and the common liquid chamber. The circulation channel is communicated with the individual liquid chamber. The circulation fluid restrictor is disposed between the individual liquid chamber and the circulation channel. The plurality of laminated plate members constitutes the fluid restrictor, the individual liquid chamber, and the circulation fluid restrictor. A single plate member of the plurality of laminated plate members defines a fluid resistance value of the fluid restrictor and a fluid resistance value of the circulation fluid restrictor.",B2,"Liquid discharge head, liquid discharge device, and liquid discharge apparatus",utility,2018
66,10000067,"Ink includes water, an organic solvent, a surfactant including a silicon-based surfactant, and a resin including a polyester-based urethane resin having a polyolefin portion.",B2,"Ink, inkjet recording method, and inkjet recorded matter",utility,2018
67,10000068,"A controller changes a droplet number larger than a second maximum droplet number among droplet numbers in first droplet data for each ink color to the second maximum droplet number. The controller, for each of certain pixels with a droplet number of black decreased to the second maximum droplet number, performs at least one of a first processing or a second processing. The first processing includes distributing a droplet number subtracted to decrease the droplet number of black to pixels surrounding the certain pixel in the first droplet data for black. The second processing includes adding the subtracted droplet number to a droplet number for the certain pixel in the first droplet data for a color other than black.",B2,Multi-drop inkjet printing apparatus,utility,2018
68,10000069,"A method for operating a thermal transfer printer includes providing a ribbon, providing at least one spool configured to take up the ribbon, and providing a printhead. The substrate is moved relative to the printhead at a speed. The ribbon is moved relative to the printhead at a speed that is less than the speed of the substrate while using the printhead to selectively transfer ink from the ribbon to the substrate to print an image on the substrate. Data is captured from the ribbon after ink has been transferred to the substrate. The data is processed to control at least one property of the printer.",B2,Thermal transfer printer,utility,2018
69,10000070,"According to one embodiment, a thermal head is provided opposite to a platen roller. A ribbon transport unit transports an ink ribbon between the thermal head and the platen roller. A transport unit transports a sheet carrying a label between the thermal head and the platen roller. A clamping mechanism clamps the ink ribbon, a printing area of the label and the sheet in the thermal head and the platen roller. An acquisition unit acquires first print data to be printed on a first label and second print data to be printed on a second label. A non-printing area specifying unit specifies a non-printing area on the sheet, based on the first print data and the second print data. The control unit separates the ink ribbon and the sheet when it is transported between the thermal head and the platen roller, and stops the transport of the ink ribbon.",B1,Printer and printer control method,utility,2018
70,10000071,"An apparatus includes: a delivering-side gear train that transmits motive power to a delivering-side drive shaft; an winding-side gear train that transmits motive power to an winding-side drive shaft; a second clutch mechanism that connects the drive motor and the delivering-side gear train to each other in accordance with reverse rotation of the drive motor and disconnects the drive motor and the delivering-side gear train from each other in accordance with forward rotation of the drive motor; and a first clutch mechanism that is provided upstream of the second clutch mechanism, connects the drive motor and the winding-side gear train to each other in accordance with the forward rotation of the drive motor, and disconnects the drive motor and the winding-side gear train from each other in accordance with the reverse rotation of the drive motor.",B2,"Ribbon feeding apparatus, and tape printing apparatus equipped with the same",utility,2018
71,10000072,"A printer includes a table, a print head, a detector, and a controller. The controller includes a storage to store initial print data including information of reference position marks, a reader to acquire, using the detector, positional information of position detection marks, a print data generator to modify the initial print data such that the reference position marks each coincide with an associated one of the position detection marks acquired by the reader, thus generating actual print data; and a printing controller to perform printing in accordance with the actual print data.",B2,Printer and printing jig,utility,2018
72,10000073,"Embodiments of the invention are directed to systems and methods for printing on a convex or concave glass surface and for an apparatus for holding the one or more work pieces for printing. The invention operatively couples one or more curved pieces in a mounting fixture, wherein each of the one or more curved pieces comprise a convex surface or a concave surface. Furthermore, the invention accesses a flattened image of the convex outer surface or the concave inner surface of one or more generally curved pieces and disposes pigment on the convex surface or the concave surface of the one or more curved pieces according to the flattened image. Further embodiments may be directed towards printing on curved pieces such as glass eyes.",B2,Apparatus and method for printing on a curved glass surface,utility,2018
73,10000074,A method for writing to an electronic imaging substrate includes passing an electronic imaging substrate in relation to a writing device to change a state of image cells within the electronic imaging substrate. The imaging substrate is placed close enough to the writing device to reduce a blooming effect to a predefined threshold level when changing a state of one of the image cells within the electronic imaging substrate.,B2,Writing to an electronic imaging substate,utility,2018
74,10000075,"Various embodiments concern inkjet printing systems designed for multilayer imaging with a high-gloss clear ink layer. More specifically, the inkjet printing systems are designed so that clear, curable inks are provided additional time to level out before being cured. The settling process enables the inkjet printing systems to produce multilayer images having high gloss values. For example, a bracket could be attached to a curing assembly that prevents radiation from striking a certain portion of the substrate onto which clear ink has recently been deposited. As another example, an inactive array of light-emitting diodes may be disposed in line with the print head(s) responsible for depositing clear ink. Moreover, various embodiments also allow for true multilayer printing of a color coat and a high-gloss clear coat in a single step (e.g., by arranging print heads into rows within a printer carriage).",B2,Multilayer imaging with a high-gloss clear ink layer,utility,2018
75,10000076,A drying device includes a drying section to dry a recording medium; a cooling section to cool the recording medium conveyed from the drying section; and a duct to expel air inside the drying section to outside the drying device. The duct includes a joint section where the air from the drying section meets air from the cooling section meet. The air from the drying section containing moisture and solvent medium is cooled in the duct.,B2,Drying device and inkjet printer system including drying device,utility,2018
76,10000078,"A printer apparatus includes a printer main body having a platen roller and a print head to print on recording paper, a cutter unit configured to cut the recording paper, and a presenter unit connected to the cutter unit, wherein the recording paper on which the print head has printed enters the presenter unit through the cutter unit, and comes out from a discharge slot of the presenter unit, wherein the presenter unit includes a first roller and a second roller configured to convey the recording paper placed therebetween, and a flapper disposed along a transportation path of the recording paper between the cutter unit and both the first roller and the second roller, and configured to be flipped open to an outside of the presenter unit to expose the transportation path, wherein an angle at which the flapper is open is selectively set to one of a plurality of different angles.",B2,Printer apparatus,utility,2018
77,10000079,"A printing device includes a platen roller, a pair of bearings, and a holder including a pair of fitting portions to which the bearings are fitted. The bearings rotatably support a rotational shaft of the platen roller. Each bearing includes a small-diameter portion, a large-diameter portion coaxially connected to the small-diameter portion, and a protrusion provided at an outer circumferential surface of the small-diameter portion. The larger-diameter portion has a peripheral surface and an end face connecting the peripheral surface to the outer circumferential surface. Each fitting portion includes: a receiving portion configured to receive the small-diameter portion; an opening to which the protrusion is fitted; and a receiving surface configured to contact the end face of the large-diameter portion from outward in an axial direction of the rotational shaft. At least one of the end face and the receiving surface includes a recessed portion.",B2,Printing device including holder supporting platen roller through bearings,utility,2018
78,10000080,Example implementations relate to random wave mask generation. Some examples may distribute data points in a mask area based on a probability density function. The probability density function may have a maximum probability density located at a first edge and a second edge of the mask area. Some examples may also identify a wave curve that fits the data points. The wave curve may include oscillating waveforms of varying amplitudes. Some examples may also generate a random wave mask based on the wave curve.,B2,Random wave mask generation,utility,2018
79,10000081,"There is provided a transfer sheet with improvement in smudges and blurs of a transfer layer when printed matters are produced even after storing the transfer sheet under high temperatures. The transfer sheet according to the present invention comprises a substrate, and in the order a peel layer and a transfer layer on the substrate, wherein the peel layer contains a binder resin, a silicone oil and/or a wax component and the total contents of the silicone oil and the wax component in the peel layer is 0.1 mass % or more and 15 mass % or less, based on the solid content of mass of the binder resin.",B2,Transfer sheet,utility,2018
80,10000082,"Described is a painting stamp having built-in leveling features. For example, the stamp includes a stable backing with a three-dimensional form affixed with the stable backing. One or more leveling features are attached with the stable backing, such as a spirit level that is affixed with the stable backing and/or a series of holes formed through the stable backing. During operation, one would position the stamp upon a wall surface such that a bubble within the spirit level is levelled to indicate that the stamp is level. Alternatively, one could draw a level line upon a wall surface and then position the stamp upon the wall surface such that the level line can be seen through the series of holes to indicate that the stamp is level.",B2,Stamp with built-in leveling feature,utility,2018
81,10000083,"A thermosensitive recording medium is provided that is excellent in heat discoloration resistance in the blank portions and in bar code readability. It also has excellent water resistance and printing (recording) run-ability. The thermosensitive recording medium includes a support, a thermosensitive recording layer installed on the support, and a protective layer on the thermosensitive recording layer. The thermosensitive recording layer contains two kinds of electron accepting color developing agents, a sulfonic acid compound and a diphenyl sulfone compound. Both the thermosensitive recording layer and the protective layer contain crosslinking agents, and at least one, and preferably both, of the thermosensitive recording layer and the protective layer contain an ammonium zirconium carbonate as the crosslinking agent.",B2,Thermosensitive recording medium,utility,2018
82,10000084,"An ink jet recording method includes forming a first ink layer by ejecting a first ink composition including water, a water-soluble organic solvent, and a solid content including at least a coloring material on a recording medium; a first drying step of evaporating 80% by mass or more of water from the first ink composition in the first ink layer; forming a second ink layer by ejecting a second ink composition including water, a water-soluble organic solvent, and a solid content including at least a coloring material on the first ink layer; and a second drying step of evaporating a volatile component of the recording medium after forming the second ink layer, in which, assuming r1 is “water-soluble organic solvent content/solid content” of the first ink composition and r2 is “water-soluble organic solvent content/solid content” of the second ink composition”, “r2/r1” is 2 or less.",B2,Ink set and recording method,utility,2018
83,10000085,"A printer's form for transferring a flowable printing substance onto a printing material to be printed on includes a body having a surface, which surface has a plurality of openings, a plurality of cavities in the body, which cavities end in the openings of the surface of the body and contain gas, wherein each cavity is bounded by a wall, which adjoins the opening and surrounds the cavity, and devices associated with each cavity for producing an overpressure in the cavity in question. At least parts of the surface of the body and/or the wall surfaces of the walls of at least some cavities include a first wall region, which is near the opening and which is composed of a surface that can be wetted with the printing substance.",B2,Device and method for transferring flowable printing substances onto a printing material,utility,2018
84,10000086,"Disclosed is a binding device for binding a bundle of leaves in a binding element of a magnetic material, whereby this binding device is provided with a support for the binding element that is formed by a U-shaped profile with a base and two legs, whereby this binding device is provided with a heating element that is between the legs of the profile and makes contact with the base. The binding device is provided with a switch for switching the heating element with a magnet that is between the legs of the profile and can move towards the base of the profile, whereby the profile is provided with wings oriented towards the center of the profile that keep the magnet at a distance from the base and/or the heating element when the magnet moves towards the base of the profile.",B2,Binding device,utility,2018
85,10000087,"The invention relates to a magnetic poster holder unit, where a v- or u-shaped magnet clip in the bottom is provided with a magnet. According to the invention, the magnet clip is in the top, on the outer side, designed with notches, whereby the magnet clip can be clicked into a hanging profile, which has an inner shape, which corresponds to the outer shape of the magnet clip, such that the magnet clip's notch by insertion in the hanging profile can provide a mechanical locking and thereby fixation between the magnet clip and the hanging profile. The invention also relates to a method for detachable hanging of poster of flat, flexible length material along a poster edge, where the poster edge includes magnetic items and where the poster edge's magnetic items are brought to contact against a magnet clip containing corresponding magnetic items.",B2,Method for detachable poster hanging and magnetic poster holder device,utility,2018
86,10000088,"A writing instrument includes: a replacement ink cartridge including a bottomed cylindrical container that has an opened front end and a closed rear end and a plug fitted into an inner circumferential surface of an opening of the container; and a projection inserted into the opening of the container to press the plug rearward, thereby opening the plug of the ink cartridge, wherein the projection and the plug are fitted when the plug is press opened, and when the cartridge is replaced, the fitting between the projection and the plug is released and the plug is locked again in the opening of the container.",B2,Writing instrument and ink cartridge,utility,2018
87,10000089,A multi-color writing marker may comprise a tubular marker barrel connected to a motor housing. The marker barrel may house a cartridge removably coupled to a drive shaft connected to a motor. The cartridge may include a plurality of reservoirs containing writing liquids of different colors. A marker tip may be mounted on a distal end of the cartridge. The marker tip supports a plurality of marker nibs corresponding to the number of cartridge reservoirs. Each marker nib may be in fluid communication with a corresponding reservoir. Actuation of the motor spins the cartridge and marker nibs while a user is simultaneous creating a design on the writing surface.,B1,Multi-color marker,utility,2018
88,10000090,"The present invention provides a pneumatic radial tire for a passenger vehicle, having: a cross sectional width SW and an outer diameter OD controlled under an appropriate SW-OD relationship; and an optimized configuration of a crown portion thereof.",B2,Pneumatic radial tire for passenger vehicle,utility,2018
89,10000091,"A tire with radial carcass reinforcement comprising a crown reinforcement itself capped radially with a tread of which the tread pattern comprises at least two circumferential grooves. The tread is made up of at least three layers, a first layer forming the radially outer part of the tread of a first compound having an electrical resistivity per unit volume ρ1 such that log(ρ1) is less than 6, a second layer radially on the inside of at least three parts, at least the axially outer parts of a second compound having an electrical resistivity per unit volume ρ2 such that log(ρ2) is greater than 10, and at least part, radially extending the at least first elastomeric compound of the first layer, of a third elastomeric compound having an electrical resistivity per unit volume ρ3 such that log(ρ3) is less than 6, a third layer radially furthest towards the inside of at least five parts, at least the axially outer parts of a third elastomeric compound having a maximum value of tan(δ), denoted tan(δ)max, of less than 0.080, at least two parts of the second compound, and at least part of the third layer, that radially extends the at least one part of the second layer of the third elastomeric compound.",B2,Tire comprising a tread made up of several elastomeric compounds,utility,2018
90,10000092,"A pneumatic tire has a first shallow groove extending in a zigzag manner at the shoulder rib and second shallow grooves extending in the tire width direction and arranged at regular intervals in the tire circumferential direction at inner mediate ribs and center rib or ribs. A wall of each section divided by the second shallow grooves includes a central wall surface extending from one end on an interior widthwise of a center main groove to an other end on an exterior widthwise of the center main groove, a first wall surface extending from the one end of the central wall surface, and a second wall surface extending from the other end of the central wall surface. The first wall surfaces of the inner mediate ribs and the first wall surfaces of the center rib or ribs are mutually opposed across the center main groove.",B2,Pneumatic tire,utility,2018
91,10000093,"Tire with radial carcass reinforcement having a tread of thickness E, this tread having a tread surface to come into contact with a roadway and comprising at least one cut opening onto the tread surface to form edge corners, this cut extending into the tread over a total depth H at most equal to the thickness E of the tread, this cut being, between the tread surface and a depth H1 at most equal to the total depth H, in the form of a sipe having a width D suitable for being able to close up at least in part under normal running conditions of the tire. There is also formed, in the vicinity, i.e. at a minimum distance from the said edge corner that is at most equal to five times the width D of the cut, of at least one edge corner of this cut and on the tread surface, at least one cavity having a depth h that is small in comparison with the depth of the cut, i.e. that is at most equal to 30% of the depth H, this at least one cavity reducing the compression rigidity of the tread in the vicinity of the said at least one edge corner.",B2,Tread protection device,utility,2018
92,10000094,"A heavy duty pneumatic tire includes a tread surface having, on at least a section thereof, a plurality of circumferential-direction grooves extending along a tread circumferential line and land portions defined either by the circumferential-direction grooves or by the circumferential-direction grooves and tread ground contact edges. The land portions include at least one partitioned land portion in which a plurality of narrow width-direction grooves extending in a tread width direction are provided. A prescribed internal pressure is at least 750 kPa. A depth of the circumferential-direction grooves, represented by H, satisfies a relationship 7 mm≤H≤13 mm. A tread circumferential-direction spacing of the narrow width-direction grooves, represented by W, satisfies a relationship 5 mm≤W≤20 mm.",B2,Heavy duty pneumatic tire,utility,2018
93,10000095,"A pneumatic tire 2 has a marking on each sidewall 8 thereof. A large number of dimples 62 are formed in a region between the marking and a rim protector 34. These dimples 62 are arranged along a circumferential direction. These dimples 62 form a row. The row includes: (1) dimples each having a plane shape of a circle; or (2) dimples in each of which a plane shape is substantially a rectangle, and a ratio of a length in the circumferential direction to a width in a radial direction is equal to or greater than 1.0 and equal to or less than 3.0.",B2,Pneumatic tire with dimples on one or both sidewall outer surfaces,utility,2018
94,10000096,"A pneumatic tire includes a plate-like member which is attached to a tread portion inner surface by at least two attaching portions arranged with a space in a tire circumferential direction, and has a space with respect to the tread portion inner surface between the two adjacent attaching portions, wherein a through hole penetrating toward the space is formed in the plate-like member, and wherein a support member capable of supporting the plate-like member is arranged in the space.",B2,Pneumatic tire,utility,2018
95,10000097,"An electrostatic energy generator may include one or more first tire cord fabrics each including a conductive material which is a wire-shaped electrode and a non-conductive material, the non-conductive material configured to surround an outer peripheral surface of the conductive material, and one or more second tire cord fabrics each including a conductive material which is a wire-shaped electrode, and a material configured to surround an outer peripheral surface of the conductive material that is different from the non-conductive material of the first tire cord fabric, wherein the first tire cord fabric and the second tire cord fabric are arranged in a longitudinal direction so as to be in contact with each other and form a bundle, such that frictional electricity is generated due to a friction between the first tire cord fabric and the second tire cord fabric.",B2,Electrostatic energy generator using tire cord fabric,utility,2018
96,10000098,"Embodiments provide a tire pressure measurement device, an integrated circuit, a printed circuit board, a method and a computer program to receive data. The tire pressure measurement device includes a first receiver configured to receive a low frequency signal using a first low frequency input of the first receiver, and a second input configured to receive a receive signal associated with a second receiver that is different from the first receiver. The tire pressure measurement device further includes a controller configured to control the first low frequency input of the first receiver and to couple the second input to the first low frequency input of the first receiver in order for the first receiver to receive the receive signal at the first low frequency input.",B2,"Tire pressure measurement device, an integrated circuit, a printed circuit board, a method and a computer program for a vehicle to receive data",utility,2018
97,10000099,"The invention relates to a tire pressure monitoring unit for arranging within a motor vehicle tire for sensing the tire filling pressure, wherein the tire pressure monitoring unit has a housing, in which electronic parts and at least one pressure sensor are arranged, wherein the housing has an air inlet, by means of which the tire filling pressure is applied to the pressure sensor, wherein the housing is designed as a multi-component plastic injection-molded part, in particular a two-component plastic injection-molded part, wherein a first component forms a lower housing shell and an upper housing shell and wherein a second component forms a seal between the air inlet and the pressure sensor. The invention further relates to a method for producing a tire pressure monitoring unit.",B2,Tire pressure monitoring unit having a two-component housing,utility,2018
98,10000100,"Systems and methods of determining tire load from measured tire parameters include using a piezoelectric based sensor to obtain one or more contact patch parameters (e.g., contact patch entry time, contact patch exit time total contact patch time and contact patch angle) and one or more additional sensors to obtain tire pressure. Selected contact patch parameter measurements and pressure values are then compared with known combinations of contact patch parameter values and pressure values stored in a look-up table. A corresponding determined tire load value is then provided as electronic output.",B2,Piezoelectric based system and method for determining tire load,utility,2018
99,10000101,"Described is a machine (1) for fitting and removing a tire from a corresponding wheel rim of a vehicle, comprising: a wheel-holder unit (4), which rotates about a first axis (A); at least one bead breaker tool (29), movable along a second axis (B) parallel to the first axis (A); a roller (2) rotating about a fourth axis (D) parallel to the first axis (A) and configured to move by rotation about a fifth axis (E) spaced from the fourth axis (D), between an active position where it is in contact with a tire tread of the wheel mounted on the wheel-holder unit (4), to a position of non-interference relative to the tire; at least one sensor (40) connected to the roller (2) for detecting a signal representing a force transmitted to the roller (2) by the tire; a removal tool (37), which is movable by rotation about a sixth axis (F) parallel to the first axis (A) and spaced from it, between a first position proximal to the first axis (A) and a second position distal from the first axis (A), which is movable in a direction parallel to the first axis (A) and movable towards and away from the sixth axis (F).",B2,Machine for fitting and removing a tyre and method for operating the machine,utility,2018
100,10000102,"A spring aid for a vehicle suspension includes a compliant tower attachable to elements undergoing suspension travel. The tower defines an axis of travel or center axis and includes a plurality of rings and a plurality of window frames connecting the rings. The rings are perpendicular to, and spaced along, the axis, and define a cylindrical cavity. The window frames define a plurality of windows between the rings. The suspension element may also include a core, which substantially fills the cylindrical cavity of the compliant tower. A rod may be disposed within the core and movable within the hole of the shelf.",B2,Tunable compact spring aid,utility,2018
101,10000103,"A method of controlling a vehicle active suspension system may include, in response to an object being detected forward of the vehicle and a vehicle speed exceeding a threshold, identifying an object classification associated with the object. The method may further include actuating the active suspension system to induce a vibration signature in the vehicle based on the object classification such that a different identified object classification corresponds to a different vibration signature.",B2,Method of controlling a vehicle active suspension system,utility,2018
102,10000104,"The present disclosure relates to a damper system for a vehicle. The damper system may have an electrically adjustable hydraulic shock absorber including a rod guide assembly, a pressure tube, a reserve tube and an electromechanical valve. The electromechanical valve may be disposed in a valve cavity within the shock absorber. An integrated electronic system may be included which has a power drive electronics. The power drive electronics is electrically coupled to the electromechanical valve. The integrated electronic system is disposed along an axis parallel to a longitudinal axis of the pressure tube, and at a location radially outwardly of the pressure tube adjacent the rod guide assembly.",B2,Damper with integrated electronics,utility,2018
